1,0.1045,4
2,0.4545,30
3,0.6351,55
4,0.7010,107
5,0.7295,144
6,0.7428,186
7,0.7500,248
8,0.7521,371
9,0.7536,667
10,0.7542,1286
11,0.7543,3180
