run	eps	clean_acc	vra	robustness
higgs_w512_d5_s10	0.02	0.7063120007514954	0.689736008644104	0.9672859981656075
higgs_w512_d5_s10	0.05	0.7063120007514954	0.6648499965667725	0.918952003121376
higgs_w512_d5_s10	0.08	0.7063120007514954	0.6385579705238342	0.8704939931631088
higgs_w512_d5_s10	0.09	0.7063120007514954	0.6298800110816956	0.8546340018510818
higgs_w512_d5_s10	0.095	0.7063120007514954	0.6253759860992432	0.8465179949998856
higgs_w512_d5_s10	0.1	0.7063120007514954	0.6209380030632019	0.8383899927139282
higgs_w512_d5_s10	0.105	0.7063120007514954	0.616204023361206	0.8301820009946823
higgs_w512_d5_s10	0.11	0.7063120007514954	0.6116759777069092	0.8222379982471466
higgs_w512_d5_s10	0.115	0.7063120007514954	0.6071239709854126	0.814303994178772
higgs_w512_d5_s10	0.12	0.7063120007514954	0.6024659872055054	0.8061760067939758
higgs_w512_d5_s10	0.13	0.7063120007514954	0.5931900143623352	0.7900519967079163
higgs_w512_d5_s10	0.15	0.7063120007514954	0.5741099715232849	0.7579279989004135
higgs_w512_d5_s10	0.175	0.7063120007514954	0.5499579906463623	0.7179479897022247
higgs_w512_d5_s10	0.2	0.7063120007514954	0.525409996509552	0.6782160103321075
higgs_w512_d5_s10	0.25	0.7063120007514954	0.4749920070171356	0.5990040004253387
higgs_w512_d5_s10	0.3	0.7063120007514954	0.42279601097106934	0.5219419896602631
higgs_w512_d5_s100	0.02	0.7064999938011169	0.6901640295982361	0.9676040001213551
higgs_w512_d5_s100	0.05	0.7064999938011169	0.6647199988365173	0.918842002749443
higgs_w512_d5_s100	0.08	0.7064999938011169	0.6385759711265564	0.870168000459671
higgs_w512_d5_s100	0.09	0.7064999938011169	0.6297580003738403	0.8541180044412613
higgs_w512_d5_s100	0.095	0.7064999938011169	0.6254220008850098	0.8460800051689148
higgs_w512_d5_s100	0.1	0.7064999938011169	0.6208940148353577	0.8380080014467239
higgs_w512_d5_s100	0.105	0.7064999938011169	0.616349995136261	0.8298619985580444
higgs_w512_d5_s100	0.11	0.7064999938011169	0.6117879748344421	0.8217619955539703
higgs_w512_d5_s100	0.115	0.7064999938011169	0.6071419715881348	0.8136900067329407
higgs_w512_d5_s100	0.12	0.7064999938011169	0.602400004863739	0.8056239932775497
higgs_w512_d5_s100	0.13	0.7064999938011169	0.5929579734802246	0.7896679937839508
higgs_w512_d5_s100	0.15	0.7064999938011169	0.5738040208816528	0.7572000026702881
higgs_w512_d5_s100	0.175	0.7064999938011169	0.549560010433197	0.7172040045261383
higgs_w512_d5_s100	0.2	0.7064999938011169	0.5250620245933533	0.6774879992008209
higgs_w512_d5_s100	0.25	0.7064999938011169	0.47470998764038086	0.5986399948596954
higgs_w512_d5_s100	0.3	0.7064999938011169	0.4223400056362152	0.5208640098571777
higgs_w512_d5_s20	0.02	0.7067059874534607	0.6901379823684692	0.9674800001084805
higgs_w512_d5_s20	0.05	0.7067059874534607	0.6650099754333496	0.9189499989151955
higgs_w512_d5_s20	0.08	0.7067059874534607	0.6387779712677002	0.8704439997673035
higgs_w512_d5_s20	0.09	0.7067059874534607	0.6299160122871399	0.8541820049285889
higgs_w512_d5_s20	0.095	0.7067059874534607	0.6255180239677429	0.8462039977312088
higgs_w512_d5_s20	0.1	0.7067059874534607	0.6210200190544128	0.8381360024213791
higgs_w512_d5_s20	0.105	0.7067059874534607	0.6165720224380493	0.8302319943904877
higgs_w512_d5_s20	0.11	0.7067059874534607	0.6121259927749634	0.822283998131752
higgs_w512_d5_s20	0.115	0.7067059874534607	0.607371985912323	0.8141539990901947
higgs_w512_d5_s20	0.12	0.7067059874534607	0.6025980114936829	0.8060140013694763
higgs_w512_d5_s20	0.13	0.7067059874534607	0.5930799841880798	0.7896440029144287
higgs_w512_d5_s20	0.15	0.7067059874534607	0.5739039778709412	0.7571720033884048
higgs_w512_d5_s20	0.175	0.7067059874534607	0.5494719743728638	0.7169379889965057
higgs_w512_d5_s20	0.2	0.7067059874534607	0.5251340270042419	0.6775160133838654
higgs_w512_d5_s20	0.25	0.7067059874534607	0.4746600091457367	0.5980460047721863
higgs_w512_d5_s20	0.3	0.7067059874534607	0.4220280051231384	0.520224004983902
higgs_w512_d5_s30	0.02	0.706275999546051	0.6899700164794922	0.9675359986722469
higgs_w512_d5_s30	0.05	0.706275999546051	0.6645960211753845	0.9185120016336441
higgs_w512_d5_s30	0.08	0.706275999546051	0.6383879780769348	0.8699579983949661
higgs_w512_d5_s30	0.09	0.706275999546051	0.6294320225715637	0.8535439968109131
higgs_w512_d5_s30	0.095	0.706275999546051	0.6249480247497559	0.845538005232811
higgs_w512_d5_s30	0.1	0.706275999546051	0.6203780174255371	0.8374059945344925
higgs_w512_d5_s30	0.105	0.706275999546051	0.6159499883651733	0.8294900059700012
higgs_w512_d5_s30	0.11	0.706275999546051	0.6114779710769653	0.8216660022735596
higgs_w512_d5_s30	0.115	0.706275999546051	0.6067399978637695	0.8134679943323135
higgs_w512_d5_s30	0.12	0.706275999546051	0.6020659804344177	0.8053559958934784
higgs_w512_d5_s30	0.13	0.706275999546051	0.5925940275192261	0.7890260070562363
higgs_w512_d5_s30	0.15	0.706275999546051	0.5734379887580872	0.756510004401207
higgs_w512_d5_s30	0.175	0.706275999546051	0.549310028553009	0.7166140079498291
higgs_w512_d5_s30	0.2	0.706275999546051	0.5245260000228882	0.6765080094337463
higgs_w512_d5_s30	0.25	0.706275999546051	0.47376200556755066	0.5969719886779785
higgs_w512_d5_s30	0.3	0.706275999546051	0.42141398787498474	0.5192779898643494
higgs_w512_d5_s40	0.02	0.7066140174865723	0.6903520226478577	0.9677740000188351
higgs_w512_d5_s40	0.05	0.7066140174865723	0.6649280190467834	0.9189380034804344
higgs_w512_d5_s40	0.08	0.7066140174865723	0.638916015625	0.8703359961509705
higgs_w512_d5_s40	0.09	0.7066140174865723	0.6300579905509949	0.8543320000171661
higgs_w512_d5_s40	0.095	0.7066140174865723	0.6254119873046875	0.846000000834465
higgs_w512_d5_s40	0.1	0.7066140174865723	0.6208660006523132	0.8379220068454742
higgs_w512_d5_s40	0.105	0.7066140174865723	0.6162800192832947	0.8297619968652725
higgs_w512_d5_s40	0.11	0.7066140174865723	0.6117100119590759	0.8217860013246536
higgs_w512_d5_s40	0.115	0.7066140174865723	0.6070060133934021	0.8135800063610077
higgs_w512_d5_s40	0.12	0.7066140174865723	0.6023880243301392	0.8055060058832169
higgs_w512_d5_s40	0.13	0.7066140174865723	0.5929419994354248	0.7893799990415573
higgs_w512_d5_s40	0.15	0.7066140174865723	0.5739200115203857	0.7571399956941605
higgs_w512_d5_s40	0.175	0.7066140174865723	0.5494800209999084	0.7169399857521057
higgs_w512_d5_s40	0.2	0.7066140174865723	0.5248200297355652	0.6768719851970673
higgs_w512_d5_s40	0.25	0.7066140174865723	0.47388800978660583	0.5971899926662445
higgs_w512_d5_s40	0.3	0.7066140174865723	0.42200198769569397	0.5199100077152252
higgs_w512_d5_s50	0.02	0.7059400081634521	0.6895800232887268	0.9673160016536713
higgs_w512_d5_s50	0.05	0.7059400081634521	0.6645299792289734	0.9189459979534149
higgs_w512_d5_s50	0.08	0.7059400081634521	0.638670027256012	0.8704719990491867
higgs_w512_d5_s50	0.09	0.7059400081634521	0.6298480033874512	0.8544559925794601
higgs_w512_d5_s50	0.095	0.7059400081634521	0.6253780126571655	0.8464840054512024
higgs_w512_d5_s50	0.1	0.7059400081634521	0.6208900213241577	0.8386059999465942
higgs_w512_d5_s50	0.105	0.7059400081634521	0.6163280010223389	0.830484002828598
higgs_w512_d5_s50	0.11	0.7059400081634521	0.6116179823875427	0.8223520070314407
higgs_w512_d5_s50	0.115	0.7059400081634521	0.6071239709854126	0.8143360018730164
higgs_w512_d5_s50	0.12	0.7059400081634521	0.6024219989776611	0.8061860054731369
higgs_w512_d5_s50	0.13	0.7059400081634521	0.592877984046936	0.7898160070180893
higgs_w512_d5_s50	0.15	0.7059400081634521	0.5737680196762085	0.7578359991312027
higgs_w512_d5_s50	0.175	0.7059400081634521	0.5495060086250305	0.7177119851112366
higgs_w512_d5_s50	0.2	0.7059400081634521	0.5247499942779541	0.6777400076389313
higgs_w512_d5_s50	0.25	0.7059400081634521	0.4744639992713928	0.5985679924488068
higgs_w512_d5_s50	0.3	0.7059400081634521	0.421642005443573	0.5206100046634674
higgs_w512_d5_s60	0.02	0.7065160274505615	0.6900860071182251	0.9675000011920929
higgs_w512_d5_s60	0.05	0.7065160274505615	0.665012001991272	0.9189940020442009
higgs_w512_d5_s60	0.08	0.7065160274505615	0.6390439867973328	0.8705559968948364
higgs_w512_d5_s60	0.09	0.7065160274505615	0.6301339864730835	0.8545199930667877
higgs_w512_d5_s60	0.095	0.7065160274505615	0.6255099773406982	0.8463259935379028
higgs_w512_d5_s60	0.1	0.7065160274505615	0.6209759712219238	0.8383219987154007
higgs_w512_d5_s60	0.105	0.7065160274505615	0.6165279746055603	0.830267995595932
higgs_w512_d5_s60	0.11	0.7065160274505615	0.6120020151138306	0.8223000019788742
higgs_w512_d5_s60	0.115	0.7065160274505615	0.6074600219726562	0.8142859935760498
higgs_w512_d5_s60	0.12	0.7065160274505615	0.6028940081596375	0.8063600063323975
higgs_w512_d5_s60	0.13	0.7065160274505615	0.5934180021286011	0.7902220040559769
higgs_w512_d5_s60	0.15	0.7065160274505615	0.5743560194969177	0.7576680034399033
higgs_w512_d5_s60	0.175	0.7065160274505615	0.5498819947242737	0.7175779938697815
higgs_w512_d5_s60	0.2	0.7065160274505615	0.5254799723625183	0.6778700053691864
higgs_w512_d5_s60	0.25	0.7065160274505615	0.47492000460624695	0.5986419916152954
higgs_w512_d5_s60	0.3	0.7065160274505615	0.4224039912223816	0.521017998456955
higgs_w512_d5_s70	0.02	0.7070860266685486	0.6902859807014465	0.9669540002942085
higgs_w512_d5_s70	0.05	0.7070860266685486	0.6648399829864502	0.9177300035953522
higgs_w512_d5_s70	0.08	0.7070860266685486	0.6383280158042908	0.8685079962015152
higgs_w512_d5_s70	0.09	0.7070860266685486	0.6293140053749084	0.852170005440712
higgs_w512_d5_s70	0.095	0.7070860266685486	0.6247280240058899	0.8439500033855438
higgs_w512_d5_s70	0.1	0.7070860266685486	0.6200960278511047	0.8358419984579086
higgs_w512_d5_s70	0.105	0.7070860266685486	0.6154999732971191	0.8277540057897568
higgs_w512_d5_s70	0.11	0.7070860266685486	0.6107540130615234	0.8195679932832718
higgs_w512_d5_s70	0.115	0.7070860266685486	0.606112003326416	0.8115079998970032
higgs_w512_d5_s70	0.12	0.7070860266685486	0.6014840006828308	0.8033120036125183
higgs_w512_d5_s70	0.13	0.7070860266685486	0.5917220115661621	0.7865819931030273
higgs_w512_d5_s70	0.15	0.7070860266685486	0.5724480152130127	0.754053995013237
higgs_w512_d5_s70	0.175	0.7070860266685486	0.5478940010070801	0.7136180102825165
higgs_w512_d5_s70	0.2	0.7070860266685486	0.5227140188217163	0.6726360023021698
higgs_w512_d5_s70	0.25	0.7070860266685486	0.47085198760032654	0.5922060012817383
higgs_w512_d5_s70	0.3	0.7070860266685486	0.4175640046596527	0.5133599936962128
higgs_w512_d5_s80	0.02	0.705947995185852	0.6895939707756042	0.967714000493288
higgs_w512_d5_s80	0.05	0.705947995185852	0.6646919846534729	0.9193739965558052
higgs_w512_d5_s80	0.08	0.705947995185852	0.638837993144989	0.8712739944458008
higgs_w512_d5_s80	0.09	0.705947995185852	0.6299859881401062	0.855105996131897
higgs_w512_d5_s80	0.095	0.705947995185852	0.625432014465332	0.8470560014247894
higgs_w512_d5_s80	0.1	0.705947995185852	0.6210039854049683	0.8391840010881424
higgs_w512_d5_s80	0.105	0.705947995185852	0.6165300011634827	0.8312599956989288
higgs_w512_d5_s80	0.11	0.705947995185852	0.6119359731674194	0.8232759982347488
higgs_w512_d5_s80	0.115	0.705947995185852	0.6073279976844788	0.815200001001358
higgs_w512_d5_s80	0.12	0.705947995185852	0.6027060151100159	0.8071819990873337
higgs_w512_d5_s80	0.13	0.705947995185852	0.5933459997177124	0.7911140024662018
higgs_w512_d5_s80	0.15	0.705947995185852	0.5745880007743835	0.7592940032482147
higgs_w512_d5_s80	0.175	0.705947995185852	0.5503820180892944	0.7191799879074097
higgs_w512_d5_s80	0.2	0.705947995185852	0.5259580016136169	0.6795260012149811
higgs_w512_d5_s80	0.25	0.705947995185852	0.4755780100822449	0.6006039977073669
higgs_w512_d5_s80	0.3	0.705947995185852	0.42364799976348877	0.5232680141925812
higgs_w512_d5_s90	0.02	0.7062820196151733	0.6897100210189819	0.9673539996147156
higgs_w512_d5_s90	0.05	0.7062820196151733	0.6645479798316956	0.9185739979147911
higgs_w512_d5_s90	0.08	0.7062820196151733	0.638401985168457	0.8700339943170547
higgs_w512_d5_s90	0.09	0.7062820196151733	0.629472017288208	0.8538720011711121
higgs_w512_d5_s90	0.095	0.7062820196151733	0.6250500082969666	0.8457639962434769
higgs_w512_d5_s90	0.1	0.7062820196151733	0.620523989200592	0.8376220017671585
higgs_w512_d5_s90	0.105	0.7062820196151733	0.6159639954566956	0.8296020030975342
higgs_w512_d5_s90	0.11	0.7062820196151733	0.6114599704742432	0.8214340060949326
higgs_w512_d5_s90	0.115	0.7062820196151733	0.6068099737167358	0.8133099973201752
higgs_w512_d5_s90	0.12	0.7062820196151733	0.6021320223808289	0.8054859936237335
higgs_w512_d5_s90	0.13	0.7062820196151733	0.5924580097198486	0.7889000028371811
higgs_w512_d5_s90	0.15	0.7062820196151733	0.5732619762420654	0.756633996963501
higgs_w512_d5_s90	0.175	0.7062820196151733	0.5489019751548767	0.716484010219574
higgs_w512_d5_s90	0.2	0.7062820196151733	0.5242519974708557	0.6763359904289246
higgs_w512_d5_s90	0.25	0.7062820196151733	0.4738540053367615	0.5971559882164001
higgs_w512_d5_s90	0.3	0.7062820196151733	0.4212599992752075	0.5192799866199493
