run	eps	clean_acc	vra	robustness
mnist_tobler_s30	0.5	0.9843000173568726	0.9085999727249146	0.9096999987959862
mnist_tobler_s30	0.525	0.9843000173568726	0.9009000062942505	0.901699997484684
mnist_tobler_s30	0.55	0.9843000173568726	0.8906000256538391	0.8913000002503395
mnist_tobler_s30	0.6	0.9843000173568726	0.8719000220298767	0.8724000006914139
mnist_tobler_s30	0.65	0.9843000173568726	0.8531000018119812	0.8534000068902969
mnist_tobler_s30	0.7	0.9843000173568726	0.8288000226020813	0.8290999978780746
mnist_tobler_s30	0.8	0.9843000173568726	0.7739999890327454	0.7740000039339066
mnist_tobler_s30	1.0	0.9843000173568726	0.6069999933242798	0.6069999933242798
mnist_tobler_s40	0.1	0.9840999841690063	0.9757000207901001	0.985700000077486
mnist_tobler_s40	0.2	0.9840999841690063	0.9656999707221985	0.9721000008285046
mnist_tobler_s40	0.25	0.9840999841690063	0.9581000208854675	0.9629000015556812
mnist_tobler_s40	0.3	0.9840999841690063	0.9520000219345093	0.9556000009179115
mnist_tobler_s40	0.35	0.9840999841690063	0.9440000057220459	0.9468999989330769
mnist_tobler_s40	0.4	0.9840999841690063	0.9345999956130981	0.9367000013589859
mnist_tobler_s40	0.45	0.9840999841690063	0.9235000014305115	0.9249000027775764
mnist_tobler_s40	0.475	0.9840999841690063	0.9168000221252441	0.9180999994277954
mnist_tobler_s40	0.5	0.9840999841690063	0.910099983215332	0.9112000018358231
mnist_tobler_s40	0.525	0.9840999841690063	0.9018999934196472	0.9028000012040138
mnist_tobler_s40	0.55	0.9840999841690063	0.8952000141143799	0.8959999978542328
mnist_tobler_s40	0.6	0.9840999841690063	0.8745999932289124	0.8752999976277351
mnist_tobler_s40	0.65	0.9840999841690063	0.8522999882698059	0.8525000065565109
mnist_tobler_s40	0.7	0.9840999841690063	0.8314999938011169	0.8316999971866608
mnist_tobler_s40	0.8	0.9840999841690063	0.7723000049591064	0.7723000049591064
mnist_tobler_s40	1.0	0.9840999841690063	0.6097000241279602	0.6096999943256378
mnist_tobler_s50	0.1	0.984499990940094	0.9768999814987183	0.9861000003293157
mnist_tobler_s50	0.2	0.984499990940094	0.9664000272750854	0.9717999994754791
mnist_tobler_s50	0.25	0.984499990940094	0.9602000117301941	0.9642000012099743
mnist_tobler_s50	0.3	0.984499990940094	0.9531000256538391	0.956300001591444
mnist_tobler_s50	0.35	0.984499990940094	0.9449999928474426	0.9475999996066093
mnist_tobler_s50	0.4	0.984499990940094	0.9354000091552734	0.9376000016927719
mnist_tobler_s50	0.45	0.984499990940094	0.9240999817848206	0.9254999980330467
mnist_tobler_s50	0.475	0.984499990940094	0.9178000092506409	0.9187999963760376
mnist_tobler_s50	0.5	0.984499990940094	0.910099983215332	0.9109999984502792
mnist_tobler_s50	0.525	0.984499990940094	0.9006999731063843	0.9015000015497208
mnist_tobler_s50	0.55	0.984499990940094	0.8924000263214111	0.8931000009179115
mnist_tobler_s50	0.6	0.984499990940094	0.8744000196456909	0.8747999966144562
mnist_tobler_s50	0.65	0.984499990940094	0.8539000153541565	0.854200005531311
mnist_tobler_s50	0.7	0.984499990940094	0.8296999931335449	0.8298999965190887
mnist_tobler_s50	0.8	0.984499990940094	0.7753999829292297	0.7753999978303909
mnist_tobler_s50	1.0	0.984499990940094	0.6134999990463257	0.6134999990463257
mnist_tobler_s60	0.1	0.9843000173568726	0.9764999747276306	0.986399999819696
mnist_tobler_s60	0.2	0.9843000173568726	0.9660000205039978	0.9725000001490116
mnist_tobler_s60	0.25	0.9843000173568726	0.9606000185012817	0.965999998152256
mnist_tobler_s60	0.3	0.9843000173568726	0.953000009059906	0.9569000005722046
mnist_tobler_s60	0.35	0.9843000173568726	0.9447000026702881	0.9472999982535839
mnist_tobler_s60	0.4	0.9843000173568726	0.9359999895095825	0.937899999320507
mnist_tobler_s60	0.45	0.9843000173568726	0.9240999817848206	0.9255999997258186
mnist_tobler_s60	0.475	0.9843000173568726	0.9179999828338623	0.9193999990820885
mnist_tobler_s60	0.5	0.9843000173568726	0.9118000268936157	0.9129000008106232
mnist_tobler_s60	0.525	0.9843000173568726	0.9039000272750854	0.9047999978065491
mnist_tobler_s60	0.55	0.9843000173568726	0.8946999907493591	0.8954000025987625
mnist_tobler_s60	0.6	0.9843000173568726	0.8758000135421753	0.876400001347065
mnist_tobler_s60	0.65	0.9843000173568726	0.8568999767303467	0.8575000017881393
mnist_tobler_s60	0.7	0.9843000173568726	0.8320000171661377	0.8322000056505203
mnist_tobler_s60	0.8	0.9843000173568726	0.7720999717712402	0.7722000032663345
mnist_tobler_s60	1.0	0.9843000173568726	0.6015999913215637	0.6015999913215637
mnist_tobler_s70	0.1	0.9843000173568726	0.9765999913215637	0.9861000003293157
mnist_tobler_s70	0.2	0.9843000173568726	0.9657999873161316	0.9714000001549721
mnist_tobler_s70	0.25	0.9843000173568726	0.9591000080108643	0.9637000001966953
mnist_tobler_s70	0.3	0.9843000173568726	0.9534000158309937	0.9567999988794327
mnist_tobler_s70	0.35	0.9843000173568726	0.9437999725341797	0.9464000016450882
mnist_tobler_s70	0.4	0.9843000173568726	0.9350000023841858	0.9368000030517578
mnist_tobler_s70	0.45	0.9843000173568726	0.9236000180244446	0.9249000027775764
mnist_tobler_s70	0.475	0.9843000173568726	0.9174000024795532	0.9184999987483025
mnist_tobler_s70	0.5	0.9843000173568726	0.9100000262260437	0.9111000001430511
mnist_tobler_s70	0.525	0.9843000173568726	0.901199996471405	0.902099996805191
mnist_tobler_s70	0.55	0.9843000173568726	0.8914999961853027	0.8922000005841255
mnist_tobler_s70	0.6	0.9843000173568726	0.8737999796867371	0.8742000013589859
mnist_tobler_s70	0.65	0.9843000173568726	0.8537999987602234	0.8541000038385391
mnist_tobler_s70	0.7	0.9843000173568726	0.829200029373169	0.8293000012636185
mnist_tobler_s70	0.8	0.9843000173568726	0.7712000012397766	0.7712000012397766
mnist_tobler_s70	1.0	0.9843000173568726	0.6108999848365784	0.6109000146389008
mnist_tobler_s80	0.1	0.9836999773979187	0.9750999808311462	0.984400000423193
mnist_tobler_s80	0.2	0.9836999773979187	0.9642000198364258	0.9702000003308058
mnist_tobler_s80	0.25	0.9836999773979187	0.9587000012397766	0.9637999981641769
mnist_tobler_s80	0.3	0.9836999773979187	0.9519000053405762	0.9556000009179115
mnist_tobler_s80	0.35	0.9836999773979187	0.9437000155448914	0.9468000009655952
mnist_tobler_s80	0.4	0.9836999773979187	0.9334999918937683	0.9355000033974648
mnist_tobler_s80	0.45	0.9836999773979187	0.9207000136375427	0.9221000000834465
mnist_tobler_s80	0.475	0.9836999773979187	0.9128999710083008	0.9139999970793724
mnist_tobler_s80	0.5	0.9836999773979187	0.906000018119812	0.9070999994874
mnist_tobler_s80	0.525	0.9836999773979187	0.8978000283241272	0.8988000005483627
mnist_tobler_s80	0.55	0.9836999773979187	0.8894000053405762	0.8902999982237816
mnist_tobler_s80	0.6	0.9836999773979187	0.8704000115394592	0.8710000067949295
mnist_tobler_s80	0.65	0.9836999773979187	0.8493000268936157	0.8496000021696091
mnist_tobler_s80	0.7	0.9836999773979187	0.826200008392334	0.8262999951839447
mnist_tobler_s80	0.8	0.9836999773979187	0.7667999863624573	0.7669000029563904
mnist_tobler_s80	1.0	0.9836999773979187	0.6026999950408936	0.6026999950408936
mnist_tobler_s90	0.1	0.983299970626831	0.9761999845504761	0.9870999995619059
mnist_tobler_s90	0.2	0.983299970626831	0.9656000137329102	0.9718999993056059
mnist_tobler_s90	0.25	0.983299970626831	0.9599999785423279	0.9649999998509884
mnist_tobler_s90	0.3	0.983299970626831	0.9520000219345093	0.9560000002384186
mnist_tobler_s90	0.35	0.983299970626831	0.944100022315979	0.9470999985933304
mnist_tobler_s90	0.4	0.983299970626831	0.9336000084877014	0.935699999332428
mnist_tobler_s90	0.45	0.983299970626831	0.9229999780654907	0.9244000017642975
mnist_tobler_s90	0.475	0.983299970626831	0.9161999821662903	0.9174999967217445
mnist_tobler_s90	0.5	0.983299970626831	0.9090999960899353	0.910400003194809
mnist_tobler_s90	0.525	0.983299970626831	0.9007999897003174	0.9019000008702278
mnist_tobler_s90	0.55	0.983299970626831	0.8920000195503235	0.8928000032901764
mnist_tobler_s90	0.6	0.983299970626831	0.8709999918937683	0.8716000020503998
mnist_tobler_s90	0.65	0.983299970626831	0.8514000177383423	0.8517999947071075
mnist_tobler_s90	0.7	0.983299970626831	0.8281999826431274	0.8285000026226044
mnist_tobler_s90	0.8	0.983299970626831	0.7717000246047974	0.771699994802475
mnist_tobler_s90	1.0	0.983299970626831	0.6065999865531921	0.6065999865531921
